resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
LA-GULFDistributedSolar,100,0.2,100000,0,100,0.31855000000000033,0.0013900000000000006
LA-NDistributedSolar,100,0.2,100000,50,100,0.01093000000000001,4.999999999999988e-5
