resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ4hour,500,2000,0.2,1000,0,31,672623.382,162.90400000000005
ATC4hour,500,2000,0.2,1000,0,31,197988.41799999998,89.572
CBPC-NIPCO4hour,500,2000,0.2,1000,0,31,86210.329,124.71799999999999
CONS4hour,500,2000,0.2,1000,0,31,387756.96700000006,113.14900000000002
DECO4hour,500,2000,0.2,1000,0,31,43423.259999999995,36.849
EES-ARK4hour,500,2000,0.2,1000,0,15,38974.787000000004,51.18599999999999
EES-TX4hour,500,2000,0.2,1000,0,15,434324.94600000005,320.9150000000001
IA-E4hour,500,2000,0.2,1000,0,31,258277.945,109.297
IL-C4hour,500,2000,0.2,1000,0,31,221492.023,99.33200000000001
IN-C4hour,500,2000,0.2,1000,0,31,1024.676,2.8489999999999998
IN-S4hour,500,2000,0.2,1000,0,31,0.0,0.0
LA-GULF4hour,500,2000,0.2,1000,0,15,1.1358380010000002e6,401.89899999999994
LA-N4hour,500,2000,0.2,1000,0,15,291875.123,225.73
MEC4hour,500,2000,0.2,1000,0,31,543892.6279999999,136.47099999999998
MISO-MO4hour,500,2000,0.2,1000,0,31,380190.61699999997,137.038
MISO-MS4hour,500,2000,0.2,1000,0,15,476417.08300000004,346.756
MN-C4hour,500,2000,0.2,1000,0,31,61680.78900000001,76.287
MN-NE4hour,500,2000,0.2,1000,0,31,9040.761999999999,34.733999999999995
MN-SE4hour,500,2000,0.2,1000,0,31,306327.59500000003,93.613
NIPS4hour,500,2000,0.2,1000,0,31,1766.6110000000003,8.134
SIPC4hour,500,2000,0.2,1000,0,31,32.807,1.3369999999999997
UPPC4hour,500,2000,0.2,1000,0,31,12837.149,89.029
