resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,1000,0,15,7619.769999999999,3.956000000000001
ATC6hour,500,3000,0.2,1000,31,46,566.176,0.713
CBPC-NIPCO6hour,500,3000,0.2,1000,62,77,629.9780000000001,1.5270000000000001
CONS6hour,500,3000,0.2,1000,46,62,1039.061,0.73
DECO6hour,500,3000,0.2,1000,0,15,75.76400000000001,0.14100000000000004
EES-ARK6hour,500,3000,0.2,1000,46,62,528.9,0.7800000000000001
EES-TX6hour,500,3000,0.2,1000,46,62,31295.611999999997,42.077
IA-E6hour,500,3000,0.2,1000,15,31,1059.5230000000001,0.8150000000000001
IL-C6hour,500,3000,0.2,1000,0,15,352.14300000000003,0.26
IN-C6hour,500,3000,0.2,1000,0,15,4.231999999999999,0.008
IN-S6hour,500,3000,0.2,1000,62,77,0.0,0.0
LA-GULF6hour,500,3000,0.2,1000,0,15,137446.784,89.07999999999998
LA-N6hour,500,3000,0.2,1000,31,46,14385.449999999999,17.436
MEC6hour,500,3000,0.2,1000,0,15,4526.825000000001,2.31
MISO-MO6hour,500,3000,0.2,1000,31,46,1656.674,1.6960000000000002
MISO-MS6hour,500,3000,0.2,1000,31,46,40214.424999999996,58.659
MN-C6hour,500,3000,0.2,1000,31,46,114.076,0.28200000000000003
MN-NE6hour,500,3000,0.2,1000,46,62,2.5189999999999997,0.024
MN-SE6hour,500,3000,0.2,1000,15,31,3554.764,1.756
NIPS6hour,500,3000,0.2,1000,62,77,0.245,0.004
SIPC6hour,500,3000,0.2,1000,15,31,0.058,0.004
UPPC6hour,500,3000,0.2,1000,31,46,39.126000000000005,0.7480000000000001
