resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
AECIZUtilitySolar,500,0.2,2500,140,144,3.3072938059999994e6,1830.0551999999998
ATCUtilitySolar,500,0.2,2500,468,500,128336.45439999999,63.8232
CBPC-NIPCOUtilitySolar,500,0.2,2500,468,484,53674.80279999999,95.7988
CONSUtilitySolar,500,0.2,2500,437,500,151696.19840000002,66.12399999999998
DECOUtilitySolar,500,0.2,2500,437,500,14616.759999999998,11.372399999999997
EES-ARKUtilitySolar,500,0.2,2500,273,281,87760.2652,115.8596
EES-TXUtilitySolar,500,0.2,2500,156,163,1.0490251844e6,1033.3700000000001
IA-EUtilitySolar,500,0.2,2500,468,500,99656.58920000002,71.15720000000002
IL-CUtilitySolar,500,0.2,2500,468,500,44843.5348,31.724
IN-CUtilitySolar,500,0.2,2500,437,500,108.87639999999999,0.3244
IN-SUtilitySolar,500,0.2,2500,437,500,0.0,0.0
LA-GULFUtilitySolar,500,0.2,2500,93,97,4.622871487600001e6,2672.6639999999998
LA-NUtilitySolar,500,0.2,2500,218,226,444801.51200000005,380.2919999999999
MECUtilitySolar,500,0.2,2500,452,468,844596.9644,272.0668000000001
MISO-MOUtilitySolar,500,0.2,2500,265,273,1.0389775484e6,574.4191999999998
MISO-MSUtilitySolar,500,0.2,2500,144,148,1.4449879048000001e6,1217.0520000000001
MN-CUtilitySolar,500,0.2,2500,468,500,24384.857200000002,36.980000000000004
MN-NEUtilitySolar,500,0.2,2500,468,500,3907.6832000000004,14.384000000000002
MN-SEUtilitySolar,500,0.2,2500,468,500,187284.0044,66.21000000000001
NIPSUtilitySolar,500,0.2,2500,437,500,145.0244,0.6916
SIPCUtilitySolar,500,0.2,2500,429,437,1.0788,0.026000000000000002
UPPCUtilitySolar,500,0.2,2500,468,500,6930.6752,38.33039999999999
