resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ2hour,500,1000,0.2,1000,62,93,2565.924,5.949999999999999
ATC2hour,500,1000,0.2,1000,437,500,76.875,0.231
CBPC-NIPCO2hour,500,1000,0.2,1000,218,250,1279.2269999999996,3.5439999999999996
CONS2hour,500,1000,0.2,1000,375,500,42.01100000000002,0.14199999999999996
DECO2hour,500,1000,0.2,1000,375,500,0.6660000000000001,0.004999999999999998
EES-ARK2hour,500,1000,0.2,1000,62,93,34.90399999999999,0.131
EES-TX2hour,500,1000,0.2,1000,46,62,9065.974000000002,23.715000000000003
IA-E2hour,500,1000,0.2,1000,125,250,26.770999999999987,0.097
IL-C2hour,500,1000,0.2,1000,375,500,1.0400000000000005,0.0020000000000000005
IN-C2hour,500,1000,0.2,1000,375,500,0.0,0.0
IN-S2hour,500,1000,0.2,1000,375,500,0.0,0.0
LA-GULF2hour,500,1000,0.2,1000,15,31,39484.084999999985,59.18399999999999
LA-N2hour,500,1000,0.2,1000,46,62,579.2129999999999,1.4650000000000003
MEC2hour,500,1000,0.2,1000,218,250,11317.249,16.41599999999999
MISO-MO2hour,500,1000,0.2,1000,375,437,128.882,0.36
MISO-MS2hour,500,1000,0.2,1000,31,46,13371.771999999999,35.41100000000002
MN-C2hour,500,1000,0.2,1000,437,500,206.427,0.7110000000000002
MN-NE2hour,500,1000,0.2,1000,437,500,31.478,0.17099999999999993
MN-SE2hour,500,1000,0.2,1000,375,437,2305.6290000000004,2.654000000000001
NIPS2hour,500,1000,0.2,1000,375,500,0.0,0.0
SIPC2hour,500,1000,0.2,1000,375,437,0.0,0.0
UPPC2hour,500,1000,0.2,1000,437,500,31.148999999999997,0.6059999999999999
