resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,1000,187,250,9059.269999999999,4.606999999999999
ATC6hour,500,3000,0.2,1000,125,187,586.9199999999998,0.8230000000000001
CBPC-NIPCO6hour,500,3000,0.2,1000,250,312,790.535,1.7669999999999995
CONS6hour,500,3000,0.2,1000,187,250,1781.2089999999998,1.4260000000000002
DECO6hour,500,3000,0.2,1000,187,250,79.11600000000001,0.14900000000000002
EES-ARK6hour,500,3000,0.2,1000,62,93,387.113,0.7179999999999999
EES-TX6hour,500,3000,0.2,1000,187,218,12701.143,13.909999999999998
IA-E6hour,500,3000,0.2,1000,187,250,1902.0759999999998,1.4319999999999997
IL-C6hour,500,3000,0.2,1000,250,312,839.7650000000001,0.696
IN-C6hour,500,3000,0.2,1000,250,312,0.9519999999999997,0.005
IN-S6hour,500,3000,0.2,1000,187,250,0.0,0.0
LA-GULF6hour,500,3000,0.2,1000,93,125,38360.782,25.416
LA-N6hour,500,3000,0.2,1000,125,156,3972.366,5.315
MEC6hour,500,3000,0.2,1000,250,312,4869.250000000001,2.5090000000000003
MISO-MO6hour,500,3000,0.2,1000,187,218,1895.5659999999998,2.041
MISO-MS6hour,500,3000,0.2,1000,93,125,12101.671,16.793999999999997
MN-C6hour,500,3000,0.2,1000,250,312,206.267,0.473
MN-NE6hour,500,3000,0.2,1000,250,312,10.269000000000002,0.06400000000000002
MN-SE6hour,500,3000,0.2,1000,187,250,4201.297,2.116
NIPS6hour,500,3000,0.2,1000,187,250,6.182,0.03800000000000001
SIPC6hour,500,3000,0.2,1000,312,375,0.5760000000000002,0.03200000000000001
UPPC6hour,500,3000,0.2,1000,125,187,53.40599999999999,0.7989999999999999
