resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,2500,15,23,2.9151542516e6,653.9531999999999
ATC6hour,500,3000,0.2,2500,0,15,1.7491484699999997e6,482.36120000000005
CBPC-NIPCO6hour,500,3000,0.2,2500,15,23,447678.7856,557.6407999999998
CONS6hour,500,3000,0.2,2500,0,15,2.638260048e6,560.5975999999998
DECO6hour,500,3000,0.2,2500,31,46,536039.9244,309.5892
EES-ARK6hour,500,3000,0.2,2500,0,7,407927.78079999995,337.9376
EES-TX6hour,500,3000,0.2,2500,0,7,1.9021560756e6,875.438
IA-E6hour,500,3000,0.2,2500,46,54,1.8491384952000002e6,536.3760000000002
IL-C6hour,500,3000,0.2,2500,15,23,1.6490221944000002e6,540.9988000000001
IN-C6hour,500,3000,0.2,2500,31,46,41735.719600000004,67.3996
IN-S6hour,500,3000,0.2,2500,23,31,2.874400000000001,0.03640000000000001
LA-GULF6hour,500,3000,0.2,2500,15,23,3.7881883048000005e6,974.1708
LA-N6hour,500,3000,0.2,2500,38,46,1.6748358539999998e6,757.5139999999999
MEC6hour,500,3000,0.2,2500,0,15,3.1702325796000008e6,569.5140000000001
MISO-MO6hour,500,3000,0.2,2500,15,23,2.9009148624000004e6,589.6092000000001
MISO-MS6hour,500,3000,0.2,2500,7,15,1.7204271999999997e6,852.7160000000002
MN-C6hour,500,3000,0.2,2500,15,23,446925.39079999994,405.47839999999997
MN-NE6hour,500,3000,0.2,2500,46,54,118989.5788,314.4024
MN-SE6hour,500,3000,0.2,2500,23,31,2.2368076792e6,491.6884
NIPS6hour,500,3000,0.2,2500,31,46,36109.7088,118.7844
SIPC6hour,500,3000,0.2,2500,31,46,435.2572,13.3672
UPPC6hour,500,3000,0.2,2500,0,15,101402.83279999999,484.8308
