resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
LA-GULFUtilitySolar,100,0.2,1000000,0,25,0.36991999999999853,0.0011889999999999987
LA-NUtilitySolar,100,0.2,1000000,0,25,0.007389000000000013,2.9000000000000095e-5
