resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
AECIZUtilitySolar,500,0.2,1000,140,156,1.3376988930000002e6,522.7319999999999
ATCUtilitySolar,500,0.2,1000,437,500,99950.45499999999,52.65800000000001
CBPC-NIPCOUtilitySolar,500,0.2,1000,437,500,39005.316,64.257
CONSUtilitySolar,500,0.2,1000,437,500,150479.865,46.541999999999994
DECOUtilitySolar,500,0.2,1000,437,500,33923.038,22.433
EES-ARKUtilitySolar,500,0.2,1000,109,125,126085.54099999998,154.61100000000002
EES-TXUtilitySolar,500,0.2,1000,109,117,1.049233835e6,786.8450000000001
IA-EUtilitySolar,500,0.2,1000,437,500,70045.533,44.312999999999995
IL-CUtilitySolar,500,0.2,1000,437,500,57658.541,30.337
IN-CUtilitySolar,500,0.2,1000,437,500,597.7620000000001,1.339
IN-SUtilitySolar,500,0.2,1000,437,500,0.0,0.0
LA-GULFUtilitySolar,500,0.2,1000,85,93,2.886647335e6,1082.253
LA-NUtilitySolar,500,0.2,1000,101,109,662478.3139999999,452.98799999999994
MECUtilitySolar,500,0.2,1000,437,500,372707.06799999997,113.11099999999999
MISO-MOUtilitySolar,500,0.2,1000,218,234,384125.11000000004,197.96500000000003
MISO-MSUtilitySolar,500,0.2,1000,93,101,1.311358166e6,839.5049999999999
MN-CUtilitySolar,500,0.2,1000,437,500,20227.470999999998,28.277
MN-NEUtilitySolar,500,0.2,1000,437,500,3345.8350000000005,12.922
MN-SEUtilitySolar,500,0.2,1000,437,500,144280.816,47.658
NIPSUtilitySolar,500,0.2,1000,437,500,460.537,1.9610000000000003
SIPCUtilitySolar,500,0.2,1000,359,375,11.282999999999998,0.35699999999999993
UPPCUtilitySolar,500,0.2,1000,437,500,7002.155999999999,43.321999999999996
