resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ2hour,500,1000,0.2,1000,468,500,693.6510000000001,1.0430000000000001
ATC2hour,500,1000,0.2,1000,437,500,23.565000000000005,0.07
CBPC-NIPCO2hour,500,1000,0.2,1000,468,500,1319.7549999999999,3.5060000000000007
CONS2hour,500,1000,0.2,1000,437,500,20.219,0.059
DECO2hour,500,1000,0.2,1000,437,468,0.8029999999999999,0.008
EES-ARK2hour,500,1000,0.2,1000,343,375,2.792,0.013000000000000003
EES-TX2hour,500,1000,0.2,1000,375,406,2190.165,3.9260000000000006
IA-E2hour,500,1000,0.2,1000,312,375,94.00799999999998,0.20400000000000004
IL-C2hour,500,1000,0.2,1000,312,375,1.5469999999999997,0.010000000000000002
IN-C2hour,500,1000,0.2,1000,437,468,0.0,0.0
IN-S2hour,500,1000,0.2,1000,468,500,0.0,0.0
LA-GULF2hour,500,1000,0.2,1000,312,343,4249.084,5.9239999999999995
LA-N2hour,500,1000,0.2,1000,343,375,158.381,0.35000000000000003
MEC2hour,500,1000,0.2,1000,375,437,4938.698,4.064000000000001
MISO-MO2hour,500,1000,0.2,1000,437,500,23.848000000000003,0.112
MISO-MS2hour,500,1000,0.2,1000,312,343,1277.662,3.679
MN-C2hour,500,1000,0.2,1000,312,343,309.47799999999995,1.0099999999999998
MN-NE2hour,500,1000,0.2,1000,375,437,17.127000000000002,0.13999999999999999
MN-SE2hour,500,1000,0.2,1000,375,437,1708.8420000000003,1.8919999999999997
NIPS2hour,500,1000,0.2,1000,312,375,0.0,0.0
SIPC2hour,500,1000,0.2,1000,375,437,0.004,0.001
UPPC2hour,500,1000,0.2,1000,375,437,12.764000000000001,0.31200000000000006
