resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
LA-GULF6hour,100,600,0.2,1000000,75,100,0.4090020000000013,0.0013109999999999997
LA-N6hour,100,600,0.2,1000000,75,100,0.015918999999999937,5.600000000000012e-5
