resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ2hour,500,1000,0.2,1000,0,15,3.5384454479999994e6,797.4590000000001
ATC2hour,500,1000,0.2,1000,0,15,1.8678896670000001e6,544.08
CBPC-NIPCO2hour,500,1000,0.2,1000,0,15,517434.102,657.4990000000001
CONS2hour,500,1000,0.2,1000,0,15,2.8333890149999997e6,619.805
DECO2hour,500,1000,0.2,1000,0,15,559154.727,328.684
EES-ARK2hour,500,1000,0.2,1000,0,15,473186.393,403.439
EES-TX2hour,500,1000,0.2,1000,0,15,2.475797304e6,1442.662
IA-E2hour,500,1000,0.2,1000,0,15,2.008985806e6,615.0879999999999
IL-C2hour,500,1000,0.2,1000,0,15,1.6858924240000003e6,583.4589999999998
IN-C2hour,500,1000,0.2,1000,0,15,44478.533,72.41199999999998
IN-S2hour,500,1000,0.2,1000,0,15,3.694,0.04
LA-GULF2hour,500,1000,0.2,1000,0,7,6.022877266e6,1732.5629999999999
LA-N2hour,500,1000,0.2,1000,0,7,2.348047203e6,1123.906
MEC2hour,500,1000,0.2,1000,0,15,3.598807033e6,684.672
MISO-MO2hour,500,1000,0.2,1000,0,15,2.9483636689999998e6,700.2630000000001
MISO-MS2hour,500,1000,0.2,1000,0,7,2.5977427989999996e6,1524.7530000000002
MN-C2hour,500,1000,0.2,1000,0,15,520394.15800000005,478.73
MN-NE2hour,500,1000,0.2,1000,0,15,130516.28799999999,345.669
MN-SE2hour,500,1000,0.2,1000,0,15,2.616182326e6,598.3149999999999
NIPS2hour,500,1000,0.2,1000,0,15,38099.36899999999,126.187
SIPC2hour,500,1000,0.2,1000,0,15,188.34000000000003,7.433
UPPC2hour,500,1000,0.2,1000,0,15,103886.53600000001,565.752
