resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,1000,54,58,1.2324732515999999e7,8325.841
ATC6hour,500,3000,0.2,1000,58,62,16786.533000000003,22.85
CBPC-NIPCO6hour,500,3000,0.2,1000,54,58,1.087312258e6,3462.6690000000003
CONS6hour,500,3000,0.2,1000,54,58,707969.4930000001,687.997
DECO6hour,500,3000,0.2,1000,54,58,657.6100000000001,1.293
EES-ARK6hour,500,3000,0.2,1000,42,46,3122.5640000000003,7.584
EES-TX6hour,500,3000,0.2,1000,58,62,609192.4400000001,1411.197
IA-E6hour,500,3000,0.2,1000,50,54,1.531614265e6,1706.273
IL-C6hour,500,3000,0.2,1000,58,62,35124.560000000005,51.42299999999999
IN-C6hour,500,3000,0.2,1000,65,69,5.840999999999997,0.010000000000000007
IN-S6hour,500,3000,0.2,1000,58,62,0.0,0.0
LA-GULF6hour,500,3000,0.2,1000,58,62,4.782760829999999e6,4989.329999999999
LA-N6hour,500,3000,0.2,1000,54,58,15211.867000000002,30.865999999999993
MEC6hour,500,3000,0.2,1000,54,58,2.850748331e6,1988.572
MISO-MO6hour,500,3000,0.2,1000,50,54,977804.267,864.0490000000001
MISO-MS6hour,500,3000,0.2,1000,58,62,1.640799664e6,2573.3100000000004
MN-C6hour,500,3000,0.2,1000,54,58,150530.09300000002,478.81699999999995
MN-NE6hour,500,3000,0.2,1000,46,50,7987.615,53.260999999999996
MN-SE6hour,500,3000,0.2,1000,38,42,363021.88800000004,385.30499999999995
NIPS6hour,500,3000,0.2,1000,46,50,143.13300000000004,1.008
SIPC6hour,500,3000,0.2,1000,58,62,196.64299999999997,8.326999999999998
UPPC6hour,500,3000,0.2,1000,50,54,370390.43600000005,6685.116
