resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
LA-GULFUtilityWind,100,0.2,100000,93,100,18.621079999999996,0.09810999999999995
LA-NUtilityWind,100,0.2,100000,0,100,0.0,0.0
