resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,1000,31,46,9649.323,5.1129999999999995
ATC6hour,500,3000,0.2,1000,46,62,671.8760000000001,0.8789999999999998
CBPC-NIPCO6hour,500,3000,0.2,1000,0,15,704.904,1.5050000000000003
CONS6hour,500,3000,0.2,1000,77,93,1486.949,1.1750000000000003
DECO6hour,500,3000,0.2,1000,62,77,64.891,0.136
EES-ARK6hour,500,3000,0.2,1000,46,62,305.711,0.589
EES-TX6hour,500,3000,0.2,1000,77,93,29481.141,43.95399999999999
IA-E6hour,500,3000,0.2,1000,15,31,1650.2359999999999,1.186
IL-C6hour,500,3000,0.2,1000,46,62,597.6400000000001,0.564
IN-C6hour,500,3000,0.2,1000,31,46,2.2689999999999997,0.004000000000000001
IN-S6hour,500,3000,0.2,1000,46,62,0.0,0.0
LA-GULF6hour,500,3000,0.2,1000,15,31,112162.535,76.60700000000001
LA-N6hour,500,3000,0.2,1000,46,62,9578.505,12.971000000000002
MEC6hour,500,3000,0.2,1000,62,77,4749.1320000000005,2.3980000000000006
MISO-MO6hour,500,3000,0.2,1000,31,46,1881.326,2.102
MISO-MS6hour,500,3000,0.2,1000,62,77,38502.20599999999,51.64
MN-C6hour,500,3000,0.2,1000,15,31,181.251,0.41300000000000003
MN-NE6hour,500,3000,0.2,1000,46,62,10.175999999999998,0.063
MN-SE6hour,500,3000,0.2,1000,62,77,4212.762000000001,1.9880000000000002
NIPS6hour,500,3000,0.2,1000,0,15,2.0349999999999993,0.013000000000000001
SIPC6hour,500,3000,0.2,1000,15,31,0.09499999999999999,0.006000000000000002
UPPC6hour,500,3000,0.2,1000,77,93,65.35500000000002,1.048
