resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,1000,31,62,25739.156999999996,30.861000000000008
ATC6hour,500,3000,0.2,1000,250,375,1370.2699999999998,1.4940000000000004
CBPC-NIPCO6hour,500,3000,0.2,1000,0,62,1558.443,3.405
CONS6hour,500,3000,0.2,1000,0,125,1738.8169999999998,1.5290000000000004
DECO6hour,500,3000,0.2,1000,0,125,50.157,0.11199999999999997
EES-ARK6hour,500,3000,0.2,1000,31,62,590.8020000000002,1.39
EES-TX6hour,500,3000,0.2,1000,31,46,46258.55300000001,85.73300000000005
IA-E6hour,500,3000,0.2,1000,0,125,1101.2290000000005,1.2280000000000009
IL-C6hour,500,3000,0.2,1000,375,500,756.5389999999999,1.0139999999999998
IN-C6hour,500,3000,0.2,1000,0,125,0.0,0.0
IN-S6hour,500,3000,0.2,1000,437,500,0.0,0.0
LA-GULF6hour,500,3000,0.2,1000,0,15,184305.49500000002,169.22099999999998
LA-N6hour,500,3000,0.2,1000,31,46,6627.556000000003,12.32
MEC6hour,500,3000,0.2,1000,187,250,7668.793999999999,4.812
MISO-MO6hour,500,3000,0.2,1000,0,62,3741.945999999999,3.6169999999999987
MISO-MS6hour,500,3000,0.2,1000,46,62,64703.94299999998,86.87299999999998
MN-C6hour,500,3000,0.2,1000,250,312,1138.5210000000004,1.9640000000000004
MN-NE6hour,500,3000,0.2,1000,0,125,143.1600000000001,0.624
MN-SE6hour,500,3000,0.2,1000,125,250,4699.407999999998,3.0479999999999996
NIPS6hour,500,3000,0.2,1000,250,375,3.311,0.026999999999999996
SIPC6hour,500,3000,0.2,1000,0,125,0.10500000000000002,0.005999999999999999
UPPC6hour,500,3000,0.2,1000,125,250,276.48199999999997,2.1800000000000024
