resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
AECIZUtilitySolar,500,0.2,1000,62,93,15844.202999999998,12.059
ATCUtilitySolar,500,0.2,1000,62,93,403.3579999999999,0.8410000000000001
CBPC-NIPCOUtilitySolar,500,0.2,1000,62,93,5609.755999999999,11.740999999999998
CONSUtilitySolar,500,0.2,1000,31,62,1046.7060000000001,1.307
DECOUtilitySolar,500,0.2,1000,31,62,11.236000000000002,0.044000000000000004
EES-ARKUtilitySolar,500,0.2,1000,31,46,227.38299999999995,0.5160000000000001
EES-TXUtilitySolar,500,0.2,1000,46,62,25280.841000000004,29.951
IA-EUtilitySolar,500,0.2,1000,62,93,1902.5040000000001,1.7979999999999998
IL-CUtilitySolar,500,0.2,1000,62,93,381.93499999999995,0.6399999999999998
IN-CUtilitySolar,500,0.2,1000,31,62,0.0,0.0
IN-SUtilitySolar,500,0.2,1000,31,62,0.0,0.0
LA-GULFUtilitySolar,500,0.2,1000,31,46,76222.314,55.62800000000001
LA-NUtilitySolar,500,0.2,1000,31,46,5027.251,7.974
MECUtilitySolar,500,0.2,1000,93,125,22609.462000000003,14.771
MISO-MOUtilitySolar,500,0.2,1000,62,93,899.1100000000001,1.9830000000000003
MISO-MSUtilitySolar,500,0.2,1000,15,31,21076.911999999997,35.455000000000005
MN-CUtilitySolar,500,0.2,1000,93,125,889.1010000000001,2.503
MN-NEUtilitySolar,500,0.2,1000,93,125,122.08500000000001,0.5559999999999999
MN-SEUtilitySolar,500,0.2,1000,62,93,14291.255000000001,8.766
NIPSUtilitySolar,500,0.2,1000,62,93,1.8319999999999999,0.016000000000000007
SIPCUtilitySolar,500,0.2,1000,31,62,0.4720000000000001,0.037000000000000005
UPPCUtilitySolar,500,0.2,1000,31,62,86.90699999999998,1.7910000000000004
