resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ2hour,500,1000,0.2,1000,406,437,651.96,1.056
ATC2hour,500,1000,0.2,1000,250,312,19.612,0.056000000000000015
CBPC-NIPCO2hour,500,1000,0.2,1000,437,468,1318.1129999999998,3.5350000000000006
CONS2hour,500,1000,0.2,1000,437,500,12.184999999999997,0.042000000000000016
DECO2hour,500,1000,0.2,1000,250,312,0.17799999999999996,0.0010000000000000009
EES-ARK2hour,500,1000,0.2,1000,343,375,6.611999999999999,0.024000000000000004
EES-TX2hour,500,1000,0.2,1000,312,343,2093.5699999999997,3.8499999999999996
IA-E2hour,500,1000,0.2,1000,312,375,119.74100000000001,0.22900000000000004
IL-C2hour,500,1000,0.2,1000,437,500,2.734,0.013000000000000005
IN-C2hour,500,1000,0.2,1000,437,500,0.0,0.0
IN-S2hour,500,1000,0.2,1000,250,312,0.0,0.0
LA-GULF2hour,500,1000,0.2,1000,406,437,4110.196000000001,5.773
LA-N2hour,500,1000,0.2,1000,406,437,117.65599999999999,0.307
MEC2hour,500,1000,0.2,1000,312,375,5050.095,4.093999999999999
MISO-MO2hour,500,1000,0.2,1000,312,343,34.18300000000001,0.11200000000000002
MISO-MS2hour,500,1000,0.2,1000,281,312,1158.3600000000001,3.472
MN-C2hour,500,1000,0.2,1000,250,312,323.9599999999999,1.0299999999999998
MN-NE2hour,500,1000,0.2,1000,312,375,23.136000000000003,0.169
MN-SE2hour,500,1000,0.2,1000,437,468,1840.144,1.974
NIPS2hour,500,1000,0.2,1000,437,468,0.0,0.0
SIPC2hour,500,1000,0.2,1000,406,437,0.006000000000000002,0.0009999999999999998
UPPC2hour,500,1000,0.2,1000,312,375,14.062,0.29300000000000004
