resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,1000,0,15,3.2676524910000004e6,750.1910000000001
ATC6hour,500,3000,0.2,1000,46,62,1.646510279e6,454.395
CBPC-NIPCO6hour,500,3000,0.2,1000,0,15,395635.92799999996,488.91200000000003
CONS6hour,500,3000,0.2,1000,31,46,2.470958577e6,512.467
DECO6hour,500,3000,0.2,1000,0,15,520329.555,298.63100000000003
EES-ARK6hour,500,3000,0.2,1000,23,31,466973.44700000004,409.26
EES-TX6hour,500,3000,0.2,1000,0,7,2.6373552929999996e6,1553.0319999999997
IA-E6hour,500,3000,0.2,1000,0,15,1.628939752e6,473.53000000000003
IL-C6hour,500,3000,0.2,1000,0,15,1.446577126e6,470.775
IN-C6hour,500,3000,0.2,1000,0,15,40201.905,66.082
IN-S6hour,500,3000,0.2,1000,46,62,3.842,0.055999999999999994
LA-GULF6hour,500,3000,0.2,1000,7,15,6.404041041e6,1824.3419999999999
LA-N6hour,500,3000,0.2,1000,0,7,2.321933349e6,1107.4589999999998
MEC6hour,500,3000,0.2,1000,31,46,2.886232247e6,520.202
MISO-MO6hour,500,3000,0.2,1000,0,15,2.59218625e6,572.6380000000001
MISO-MS6hour,500,3000,0.2,1000,0,7,2.799244829000001e6,1597.2239999999997
MN-C6hour,500,3000,0.2,1000,0,15,395554.97500000003,351.72900000000004
MN-NE6hour,500,3000,0.2,1000,0,15,107285.912,283.502
MN-SE6hour,500,3000,0.2,1000,46,62,1.995683549e6,435.054
NIPS6hour,500,3000,0.2,1000,31,46,34278.853,111.43599999999999
SIPC6hour,500,3000,0.2,1000,0,15,171.45899999999997,6.579000000000001
UPPC6hour,500,3000,0.2,1000,46,62,84133.96399999999,430.48500000000007
