resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,1000,31,62,532856.2830000003,131.74799999999996
ATC6hour,500,3000,0.2,1000,31,62,150060.98199999996,69.78299999999999
CBPC-NIPCO6hour,500,3000,0.2,1000,0,31,71723.13399999999,103.59800000000001
CONS6hour,500,3000,0.2,1000,0,31,308382.896,91.58099999999999
DECO6hour,500,3000,0.2,1000,0,31,35821.20399999999,28.857000000000003
EES-ARK6hour,500,3000,0.2,1000,15,31,31967.542999999998,41.128
EES-TX6hour,500,3000,0.2,1000,0,15,333358.04000000004,224.178
IA-E6hour,500,3000,0.2,1000,0,31,215473.95599999998,91.98299999999999
IL-C6hour,500,3000,0.2,1000,0,31,186436.799,83.30900000000001
IN-C6hour,500,3000,0.2,1000,0,31,640.837,1.923
IN-S6hour,500,3000,0.2,1000,0,31,0.21799999999999997,0.002
LA-GULF6hour,500,3000,0.2,1000,0,15,796891.5700000001,282.19599999999997
LA-N6hour,500,3000,0.2,1000,0,15,207510.234,159.70899999999997
MEC6hour,500,3000,0.2,1000,0,31,438042.71300000005,108.07100000000001
MISO-MO6hour,500,3000,0.2,1000,0,31,313790.3190000001,111.74099999999999
MISO-MS6hour,500,3000,0.2,1000,0,15,332268.083,244.14799999999997
MN-C6hour,500,3000,0.2,1000,0,31,49317.736999999994,62.99
MN-NE6hour,500,3000,0.2,1000,0,31,6890.751,26.934
MN-SE6hour,500,3000,0.2,1000,0,31,230587.92899999997,77.881
NIPS6hour,500,3000,0.2,1000,0,31,1125.0640000000003,5.533
SIPC6hour,500,3000,0.2,1000,31,62,51.107000000000006,1.5619999999999998
UPPC6hour,500,3000,0.2,1000,0,31,10821.968,71.115
