resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
AECIZUtilitySolar,500,0.2,1000,125,156,523863.95,133.09499999999997
ATCUtilitySolar,500,0.2,1000,93,125,155229.124,69.055
CBPC-NIPCOUtilitySolar,500,0.2,1000,93,125,72089.78499999999,105.613
CONSUtilitySolar,500,0.2,1000,93,125,313697.0090000001,94.79899999999999
DECOUtilitySolar,500,0.2,1000,93,125,36691.08399999999,29.956000000000003
EES-ARKUtilitySolar,500,0.2,1000,93,125,31464.287,41.535000000000004
EES-TXUtilitySolar,500,0.2,1000,93,125,293895.074,172.085
IA-EUtilitySolar,500,0.2,1000,125,156,229676.90899999999,96.111
IL-CUtilitySolar,500,0.2,1000,125,156,201210.585,89.531
IN-CUtilitySolar,500,0.2,1000,93,125,788.757,2.1959999999999997
IN-SUtilitySolar,500,0.2,1000,93,125,0.0,0.0
LA-GULFUtilitySolar,500,0.2,1000,93,109,603545.32,196.38000000000002
LA-NUtilitySolar,500,0.2,1000,109,125,170551.54200000002,128.216
MECUtilitySolar,500,0.2,1000,125,156,444968.18200000003,109.545
MISO-MOUtilitySolar,500,0.2,1000,125,156,331409.814,108.522
MISO-MSUtilitySolar,500,0.2,1000,93,125,271757.572,163.30399999999995
MN-CUtilitySolar,500,0.2,1000,125,156,52175.498,66.334
MN-NEUtilitySolar,500,0.2,1000,125,156,7205.951,27.706000000000003
MN-SEUtilitySolar,500,0.2,1000,93,125,234329.53300000002,78.83300000000001
NIPSUtilitySolar,500,0.2,1000,93,125,1438.4940000000004,6.721999999999999
SIPCUtilitySolar,500,0.2,1000,93,125,46.212,1.458
UPPCUtilitySolar,500,0.2,1000,93,125,10413.731,73.881
