resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
LA-GULFUtilitySolar,100,0.2,1000000,0,25,0.36347000000000074,0.0012029999999999966
LA-NUtilitySolar,100,0.2,1000000,0,25,0.01090800000000003,5.1999999999999475e-5
