resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
LA-GULFUtilitySolar,100,0.2,1000000,14,15,622.9705609999993,1.5747990000000025
LA-NUtilitySolar,100,0.2,1000000,50,53,3.6459850000000116,0.011339999999999987
