resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,1000,375,500,535.7370000000001,0.486
ATC6hour,500,3000,0.2,1000,375,500,348.367,0.35300000000000004
CBPC-NIPCO6hour,500,3000,0.2,1000,0,250,396.72299999999996,0.971
CONS6hour,500,3000,0.2,1000,0,250,345.497,0.27699999999999997
DECO6hour,500,3000,0.2,1000,0,250,32.295,0.044
EES-ARK6hour,500,3000,0.2,1000,250,375,1.064999999999999,0.003
EES-TX6hour,500,3000,0.2,1000,375,500,81.17399999999999,0.177
IA-E6hour,500,3000,0.2,1000,375,500,404.96599999999995,0.38900000000000007
IL-C6hour,500,3000,0.2,1000,375,500,214.51600000000002,0.21000000000000008
IN-C6hour,500,3000,0.2,1000,375,500,0.0,0.0
IN-S6hour,500,3000,0.2,1000,0,250,0.0,0.0
LA-GULF6hour,500,3000,0.2,1000,250,500,327.43299999999994,0.35800000000000004
LA-N6hour,500,3000,0.2,1000,250,500,5.974000000000001,0.020000000000000004
MEC6hour,500,3000,0.2,1000,375,500,1294.972,0.9989999999999999
MISO-MO6hour,500,3000,0.2,1000,0,250,182.125,0.30200000000000005
MISO-MS6hour,500,3000,0.2,1000,250,500,78.39800000000001,0.18800000000000003
MN-C6hour,500,3000,0.2,1000,0,250,401.22300000000007,0.5919999999999999
MN-NE6hour,500,3000,0.2,1000,375,500,23.938999999999997,0.099
MN-SE6hour,500,3000,0.2,1000,250,375,409.821,0.41600000000000004
NIPS6hour,500,3000,0.2,1000,375,500,1.1149999999999998,0.008
SIPC6hour,500,3000,0.2,1000,375,500,0.14600000000000002,0.011000000000000003
UPPC6hour,500,3000,0.2,1000,0,250,40.19800000000001,0.3970000000000001
