resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
AECIZUtilitySolar,500,0.2,2500,156,159,1.218145208e6,976.5828
ATCUtilitySolar,500,0.2,2500,375,500,3574.9676,4.071599999999999
CBPC-NIPCOUtilitySolar,500,0.2,2500,484,500,4060.1468000000004,9.135599999999998
CONSUtilitySolar,500,0.2,2500,375,500,13713.75,13.9392
DECOUtilitySolar,500,0.2,2500,0,500,66.83640000000001,0.12000000000000002
EES-ARKUtilitySolar,500,0.2,2500,484,500,4025.1159999999995,6.7332
EES-TXUtilitySolar,500,0.2,2500,234,242,165261.98439999996,268.1739999999999
IA-EUtilitySolar,500,0.2,2500,437,500,3610.8116000000005,4.3144
IL-CUtilitySolar,500,0.2,2500,250,500,400.4904,0.6284000000000001
IN-CUtilitySolar,500,0.2,2500,0,500,0.0,0.0
IN-SUtilitySolar,500,0.2,2500,0,500,0.0,0.0
LA-GULFUtilitySolar,500,0.2,2500,89,93,1.3912747627999997e6,1257.7127999999998
LA-NUtilitySolar,500,0.2,2500,390,406,25936.707600000005,35.837599999999995
MECUtilitySolar,500,0.2,2500,484,500,250619.4016,116.59120000000001
MISO-MOUtilitySolar,500,0.2,2500,335,343,165119.65200000003,185.3792
MISO-MSUtilitySolar,500,0.2,2500,179,187,326249.76959999994,432.48279999999994
MN-CUtilitySolar,500,0.2,2500,437,500,855.0867999999997,1.7187999999999999
MN-NEUtilitySolar,500,0.2,2500,375,500,78.12320000000001,0.3492
MN-SEUtilitySolar,500,0.2,2500,437,500,18994.214399999993,8.1364
NIPSUtilitySolar,500,0.2,2500,0,500,0.006000000000000001,0.0004
SIPCUtilitySolar,500,0.2,2500,492,500,0.0,0.0
UPPCUtilitySolar,500,0.2,2500,437,500,164.06959999999995,1.7052
