resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ2hour,500,1000,0.2,1000,93,125,176990.68600000002,64.81500000000001
ATC2hour,500,1000,0.2,1000,93,125,32687.903000000002,23.567999999999998
CBPC-NIPCO2hour,500,1000,0.2,1000,62,93,32566.557999999994,51.855000000000004
CONS2hour,500,1000,0.2,1000,93,125,68098.04699999999,32.043
DECO2hour,500,1000,0.2,1000,62,93,2726.6340000000005,4.130000000000001
EES-ARK2hour,500,1000,0.2,1000,0,31,3117.667,5.697
EES-TX2hour,500,1000,0.2,1000,77,93,96454.86899999998,93.06
IA-E2hour,500,1000,0.2,1000,93,125,46130.384999999995,31.472
IL-C2hour,500,1000,0.2,1000,125,156,26288.361999999997,24.604999999999997
IN-C2hour,500,1000,0.2,1000,62,93,15.850000000000001,0.072
IN-S2hour,500,1000,0.2,1000,93,125,0.0,0.0
LA-GULF2hour,500,1000,0.2,1000,62,77,255625.358,133.11399999999998
LA-N2hour,500,1000,0.2,1000,62,77,24497.695,34.554
MEC2hour,500,1000,0.2,1000,125,156,155153.85,53.891999999999996
MISO-MO2hour,500,1000,0.2,1000,62,93,41796.28799999999,39.952000000000005
MISO-MS2hour,500,1000,0.2,1000,62,77,91907.128,106.12700000000001
MN-C2hour,500,1000,0.2,1000,31,62,13600.895999999999,25.468999999999998
MN-NE2hour,500,1000,0.2,1000,93,125,1667.893,7.369
MN-SE2hour,500,1000,0.2,1000,125,156,87641.10299999997,34.88200000000001
NIPS2hour,500,1000,0.2,1000,0,31,61.15,0.48499999999999993
SIPC2hour,500,1000,0.2,1000,31,62,4.175999999999999,0.2690000000000001
UPPC2hour,500,1000,0.2,1000,187,218,2901.0280000000007,30.589000000000002
