resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ2hour,500,1000,0.2,1000,62,93,66847.24399999999,25.932
ATC2hour,500,1000,0.2,1000,156,187,8580.877,7.328
CBPC-NIPCO2hour,500,1000,0.2,1000,62,93,8612.715,15.572
CONS2hour,500,1000,0.2,1000,31,62,21142.726000000002,11.66
DECO2hour,500,1000,0.2,1000,31,62,1058.5199999999998,1.7319999999999998
EES-ARK2hour,500,1000,0.2,1000,125,140,1556.187,2.8949999999999996
EES-TX2hour,500,1000,0.2,1000,31,62,48783.517,49.83200000000001
IA-E2hour,500,1000,0.2,1000,125,156,13184.524999999998,8.181999999999999
IL-C2hour,500,1000,0.2,1000,93,125,8705.457999999999,8.051
IN-C2hour,500,1000,0.2,1000,156,187,4.203,0.020000000000000004
IN-S2hour,500,1000,0.2,1000,62,93,0.0,0.0
LA-GULF2hour,500,1000,0.2,1000,62,93,140096.78900000002,76.18799999999999
LA-N2hour,500,1000,0.2,1000,31,62,13933.647,19.016999999999996
MEC2hour,500,1000,0.2,1000,93,125,43465.067,17.394
MISO-MO2hour,500,1000,0.2,1000,93,125,15319.457999999999,13.66
MISO-MS2hour,500,1000,0.2,1000,31,62,49163.128000000004,59.50499999999999
MN-C2hour,500,1000,0.2,1000,62,93,3205.7789999999995,6.213999999999999
MN-NE2hour,500,1000,0.2,1000,125,156,296.24699999999996,1.2299999999999995
MN-SE2hour,500,1000,0.2,1000,62,93,31166.251000000004,12.999999999999998
NIPS2hour,500,1000,0.2,1000,156,187,33.428000000000004,0.23800000000000004
SIPC2hour,500,1000,0.2,1000,62,93,2.412,0.14700000000000002
UPPC2hour,500,1000,0.2,1000,125,156,770.9860000000001,9.196
