resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
LA-GULF6hour,100,600,0.2,1000000,75,100,0.4135090000000003,0.0012469999999999994
LA-N6hour,100,600,0.2,1000000,75,100,0.015103000000000075,6.900000000000024e-5
