resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
LA-GULFUtilitySolar,100,0.2,1000000,26,27,25172.56526699996,32.62735000000008
LA-NUtilitySolar,100,0.2,1000000,0,100,3.5836429999999995,0.011496999999999995
