resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,1000,281,312,8767.692000000005,4.383999999999999
ATC6hour,500,3000,0.2,1000,343,375,573.4250000000001,0.799
CBPC-NIPCO6hour,500,3000,0.2,1000,125,156,797.678,1.765
CONS6hour,500,3000,0.2,1000,187,218,1833.9490000000003,1.4809999999999999
DECO6hour,500,3000,0.2,1000,187,250,77.854,0.13600000000000004
EES-ARK6hour,500,3000,0.2,1000,125,156,434.09,0.693
EES-TX6hour,500,3000,0.2,1000,125,156,11190.165,10.4
IA-E6hour,500,3000,0.2,1000,125,187,1993.3110000000001,1.4490000000000003
IL-C6hour,500,3000,0.2,1000,312,343,883.4410000000001,0.7250000000000001
IN-C6hour,500,3000,0.2,1000,281,312,0.8899999999999999,0.005000000000000001
IN-S6hour,500,3000,0.2,1000,187,250,0.0,0.0
LA-GULF6hour,500,3000,0.2,1000,93,125,25710.902000000002,16.660000000000004
LA-N6hour,500,3000,0.2,1000,250,281,3106.1920000000005,4.218
MEC6hour,500,3000,0.2,1000,312,375,4666.631,2.464
MISO-MO6hour,500,3000,0.2,1000,125,187,1696.5529999999999,1.8119999999999998
MISO-MS6hour,500,3000,0.2,1000,125,156,9295.603,10.342999999999998
MN-C6hour,500,3000,0.2,1000,218,250,176.26800000000003,0.45599999999999996
MN-NE6hour,500,3000,0.2,1000,375,406,6.957000000000001,0.057999999999999996
MN-SE6hour,500,3000,0.2,1000,281,312,4244.401,2.089000000000001
NIPS6hour,500,3000,0.2,1000,250,312,3.835999999999999,0.03100000000000001
SIPC6hour,500,3000,0.2,1000,125,187,0.34100000000000014,0.02600000000000001
UPPC6hour,500,3000,0.2,1000,187,250,54.54,0.8119999999999998
