resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,1000,46,62,18044.159000000003,32.21300000000001
ATC6hour,500,3000,0.2,1000,15,31,100.80699999999999,0.28200000000000003
CBPC-NIPCO6hour,500,3000,0.2,1000,46,62,2211.8089999999997,6.415
CONS6hour,500,3000,0.2,1000,46,62,51.590999999999994,0.09200000000000001
DECO6hour,500,3000,0.2,1000,31,46,0.255,0.0010000000000000002
EES-ARK6hour,500,3000,0.2,1000,31,46,450.4819999999999,1.2140000000000002
EES-TX6hour,500,3000,0.2,1000,46,62,50881.044,95.017
IA-E6hour,500,3000,0.2,1000,31,46,234.029,0.391
IL-C6hour,500,3000,0.2,1000,77,93,1.6280000000000006,0.009000000000000001
IN-C6hour,500,3000,0.2,1000,31,46,0.0,0.0
IN-S6hour,500,3000,0.2,1000,46,62,0.0,0.0
LA-GULF6hour,500,3000,0.2,1000,31,46,187614.076,180.81599999999997
LA-N6hour,500,3000,0.2,1000,0,15,4865.150000000001,10.163999999999998
MEC6hour,500,3000,0.2,1000,62,77,29608.814000000002,34.882
MISO-MO6hour,500,3000,0.2,1000,15,31,280.263,0.723
MISO-MS6hour,500,3000,0.2,1000,15,31,66812.019,124.344
MN-C6hour,500,3000,0.2,1000,46,62,280.139,0.9510000000000002
MN-NE6hour,500,3000,0.2,1000,62,77,27.132999999999996,0.16499999999999998
MN-SE6hour,500,3000,0.2,1000,31,46,7516.927,5.775
NIPS6hour,500,3000,0.2,1000,46,62,0.0,0.0
SIPC6hour,500,3000,0.2,1000,62,77,0.025,0.005000000000000001
UPPC6hour,500,3000,0.2,1000,62,77,65.28,0.7779999999999999
