resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
AECIZUtilitySolar,500,0.2,1000,187,218,9560.019999999999,4.633
ATCUtilitySolar,500,0.2,1000,125,187,578.7889999999999,0.8000000000000002
CBPC-NIPCOUtilitySolar,500,0.2,1000,125,187,826.8749999999997,1.846
CONSUtilitySolar,500,0.2,1000,156,187,1837.8670000000002,1.5710000000000002
DECOUtilitySolar,500,0.2,1000,125,187,69.398,0.14000000000000004
EES-ARKUtilitySolar,500,0.2,1000,125,156,440.6280000000001,0.77
EES-TXUtilitySolar,500,0.2,1000,156,187,11100.004,9.081000000000003
IA-EUtilitySolar,500,0.2,1000,187,218,2189.5850000000005,1.633
IL-CUtilitySolar,500,0.2,1000,156,187,1020.5560000000002,0.8540000000000001
IN-CUtilitySolar,500,0.2,1000,125,156,1.527,0.007000000000000001
IN-SUtilitySolar,500,0.2,1000,156,187,0.0,0.0
LA-GULFUtilitySolar,500,0.2,1000,156,187,20028.439,10.491999999999999
LA-NUtilitySolar,500,0.2,1000,156,187,3698.888,4.445
MECUtilitySolar,500,0.2,1000,125,187,4909.670999999999,2.566
MISO-MOUtilitySolar,500,0.2,1000,156,187,2026.0909999999997,1.8709999999999996
MISO-MSUtilitySolar,500,0.2,1000,156,187,8522.444000000001,7.692
MN-CUtilitySolar,500,0.2,1000,156,187,210.52000000000004,0.5059999999999999
MN-NEUtilitySolar,500,0.2,1000,156,187,11.973,0.06999999999999999
MN-SEUtilitySolar,500,0.2,1000,156,187,4273.093,2.1079999999999997
NIPSUtilitySolar,500,0.2,1000,156,187,7.737000000000001,0.052000000000000005
SIPCUtilitySolar,500,0.2,1000,125,156,0.7259999999999999,0.04400000000000001
UPPCUtilitySolar,500,0.2,1000,125,156,59.845000000000006,0.8360000000000001
