resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
AECIZUtilitySolar,500,0.2,1000,125,187,677.1469999999998,0.9510000000000002
ATCUtilitySolar,500,0.2,1000,93,125,27.421,0.062000000000000006
CBPC-NIPCOUtilitySolar,500,0.2,1000,125,156,1537.5579999999998,4.013999999999999
CONSUtilitySolar,500,0.2,1000,62,125,28.412,0.07300000000000002
DECOUtilitySolar,500,0.2,1000,62,93,0.824,0.008
EES-ARKUtilitySolar,500,0.2,1000,93,125,8.039000000000001,0.018
EES-TXUtilitySolar,500,0.2,1000,93,125,2276.464000000001,4.034
IA-EUtilitySolar,500,0.2,1000,125,156,244.69,0.44400000000000006
IL-CUtilitySolar,500,0.2,1000,93,125,12.515999999999996,0.051000000000000004
IN-CUtilitySolar,500,0.2,1000,62,93,0.0,0.0
IN-SUtilitySolar,500,0.2,1000,62,93,0.0,0.0
LA-GULFUtilitySolar,500,0.2,1000,93,125,3314.962,4.595999999999999
LA-NUtilitySolar,500,0.2,1000,125,156,121.40600000000002,0.396
MECUtilitySolar,500,0.2,1000,125,156,5356.783,3.5829999999999993
MISO-MOUtilitySolar,500,0.2,1000,93,125,36.92099999999999,0.117
MISO-MSUtilitySolar,500,0.2,1000,62,125,825.17,2.6639999999999997
MN-CUtilitySolar,500,0.2,1000,125,156,295.0919999999999,1.0170000000000001
MN-NEUtilitySolar,500,0.2,1000,125,156,17.860000000000007,0.154
MN-SEUtilitySolar,500,0.2,1000,93,125,1139.6849999999997,1.415
NIPSUtilitySolar,500,0.2,1000,93,125,0.003999999999999999,0.0009999999999999998
SIPCUtilitySolar,500,0.2,1000,62,125,0.04099999999999999,0.01
UPPCUtilitySolar,500,0.2,1000,62,93,12.91,0.381
