resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,1000,0,15,2.9356810810000007e6,644.798
ATC6hour,500,3000,0.2,1000,15,31,1.7529969929999996e6,483.40000000000003
CBPC-NIPCO6hour,500,3000,0.2,1000,0,15,439891.447,546.9470000000001
CONS6hour,500,3000,0.2,1000,15,31,2.6349826840000004e6,552.076
DECO6hour,500,3000,0.2,1000,0,15,538361.844,308.3769999999999
EES-ARK6hour,500,3000,0.2,1000,0,15,396568.186,330.78899999999993
EES-TX6hour,500,3000,0.2,1000,0,15,1.9602377910000004e6,972.5880000000001
IA-E6hour,500,3000,0.2,1000,0,15,1.8183404239999999e6,525.4409999999999
IL-C6hour,500,3000,0.2,1000,46,62,1.624036763e6,528.4090000000001
IN-C6hour,500,3000,0.2,1000,0,15,40765.986,67.205
IN-S6hour,500,3000,0.2,1000,15,31,6.0,0.063
LA-GULF6hour,500,3000,0.2,1000,31,46,4.209265966999999e6,1140.119
LA-N6hour,500,3000,0.2,1000,15,31,1.8757552120000005e6,843.6360000000001
MEC6hour,500,3000,0.2,1000,0,15,3.124274132e6,560.266
MISO-MO6hour,500,3000,0.2,1000,0,15,2.820003352e6,585.0989999999999
MISO-MS6hour,500,3000,0.2,1000,31,46,1.917105356e6,1008.9430000000002
MN-C6hour,500,3000,0.2,1000,15,31,440413.8779999999,396.957
MN-NE6hour,500,3000,0.2,1000,15,31,116238.82200000001,309.50199999999995
MN-SE6hour,500,3000,0.2,1000,0,15,2.207958035e6,484.01700000000005
NIPS6hour,500,3000,0.2,1000,0,15,35888.108,117.82100000000001
SIPC6hour,500,3000,0.2,1000,31,46,368.43000000000006,12.120999999999999
UPPC6hour,500,3000,0.2,1000,46,62,101504.99999999999,478.726
