resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,1000,0,15,1.3476203909999998e6,525.151
ATC6hour,500,3000,0.2,1000,0,62,101154.358,52.909000000000006
CBPC-NIPCO6hour,500,3000,0.2,1000,62,125,38873.744,64.25000000000001
CONS6hour,500,3000,0.2,1000,0,62,149838.10899999997,46.400999999999996
DECO6hour,500,3000,0.2,1000,0,62,33175.78200000001,22.084
EES-ARK6hour,500,3000,0.2,1000,0,15,127588.793,156.57500000000002
EES-TX6hour,500,3000,0.2,1000,0,7,1.0513917000000002e6,789.1279999999999
IA-E6hour,500,3000,0.2,1000,62,125,69221.011,44.272000000000006
IL-C6hour,500,3000,0.2,1000,0,62,56656.699,29.949000000000005
IN-C6hour,500,3000,0.2,1000,0,62,552.8809999999999,1.322
IN-S6hour,500,3000,0.2,1000,62,125,1.1119999999999999,0.006000000000000002
LA-GULF6hour,500,3000,0.2,1000,7,15,2.896317393e6,1082.679
LA-N6hour,500,3000,0.2,1000,0,7,669542.2079999999,456.14500000000004
MEC6hour,500,3000,0.2,1000,0,62,374372.198,113.63100000000001
MISO-MO6hour,500,3000,0.2,1000,0,15,388787.35,200.52299999999997
MISO-MS6hour,500,3000,0.2,1000,7,15,1.310236445e6,842.1850000000002
MN-C6hour,500,3000,0.2,1000,62,125,20010.111,28.102999999999994
MN-NE6hour,500,3000,0.2,1000,0,62,3135.833,12.414
MN-SE6hour,500,3000,0.2,1000,62,125,145463.17500000002,48.11899999999999
NIPS6hour,500,3000,0.2,1000,0,62,452.85999999999996,1.9150000000000003
SIPC6hour,500,3000,0.2,1000,0,62,10.746999999999998,0.324
UPPC6hour,500,3000,0.2,1000,0,62,6972.899,43.381
