resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
LA-GULFUtilityWind,100,0.2,100000,75,100,7.999999999999997e-5,9.999999999999996e-6
LA-NUtilityWind,100,0.2,100000,0,100,0.0,0.0
