resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
AECIZUtilitySolar,500,0.2,1000,117,125,4.413175249e6,2252.3530000000005
ATCUtilitySolar,500,0.2,1000,437,500,128558.99200000001,60.696
CBPC-NIPCOUtilitySolar,500,0.2,1000,437,468,50265.227999999996,96.961
CONSUtilitySolar,500,0.2,1000,375,500,158464.73899999997,69.84299999999998
DECOUtilitySolar,500,0.2,1000,250,500,12486.323,9.596
EES-ARKUtilitySolar,500,0.2,1000,218,234,166985.815,199.91200000000003
EES-TXUtilitySolar,500,0.2,1000,140,148,1.4133406109999998e6,1324.3530000000003
IA-EUtilitySolar,500,0.2,1000,468,500,73256.897,61.174
IL-CUtilitySolar,500,0.2,1000,375,500,23068.994000000006,15.910000000000002
IN-CUtilitySolar,500,0.2,1000,250,500,48.431000000000004,0.116
IN-SUtilitySolar,500,0.2,1000,0,500,0.019000000000000003,0.0010000000000000002
LA-GULFUtilitySolar,500,0.2,1000,89,93,5.751675881000001e6,3067.052
LA-NUtilitySolar,500,0.2,1000,179,187,720597.98,519.0330000000001
MECUtilitySolar,500,0.2,1000,437,468,988853.3210000002,312.37399999999997
MISO-MOUtilitySolar,500,0.2,1000,202,218,1.493215852e6,765.384
MISO-MSUtilitySolar,500,0.2,1000,117,125,2.0982108579999995e6,1696.8490000000002
MN-CUtilitySolar,500,0.2,1000,437,500,18387.784000000003,29.099
MN-NEUtilitySolar,500,0.2,1000,437,500,2560.551,9.613999999999997
MN-SEUtilitySolar,500,0.2,1000,437,500,192444.708,64.96700000000001
NIPSUtilitySolar,500,0.2,1000,250,500,3.4870000000000014,0.011000000000000003
SIPCUtilitySolar,500,0.2,1000,406,421,0.047999999999999994,0.001
UPPCUtilitySolar,500,0.2,1000,437,500,4827.7699999999995,28.861
