resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
LA-GULF6hour,100,600,0.2,1000000,72,73,6992.721899999993,14.055566999999963
LA-N6hour,100,600,0.2,1000000,72,73,3.4122770000000058,0.011225999999999972
