resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
AECIZUtilitySolar,500,0.2,2500,93,125,1118.0584,1.6984000000000001
ATCUtilitySolar,500,0.2,2500,62,93,12.284000000000004,0.036000000000000004
CBPC-NIPCOUtilitySolar,500,0.2,2500,93,125,1269.1052,3.5363999999999995
CONSUtilitySolar,500,0.2,2500,62,93,15.977599999999994,0.04800000000000001
DECOUtilitySolar,500,0.2,2500,31,62,0.1971999999999999,0.0024000000000000002
EES-ARKUtilitySolar,500,0.2,2500,62,93,5.351199999999999,0.016
EES-TXUtilitySolar,500,0.2,2500,62,93,1953.6143999999993,3.8619999999999997
IA-EUtilitySolar,500,0.2,2500,93,125,43.13439999999999,0.1076
IL-CUtilitySolar,500,0.2,2500,62,93,7.0616,0.025200000000000004
IN-CUtilitySolar,500,0.2,2500,31,62,0.0,0.0
IN-SUtilitySolar,500,0.2,2500,62,93,0.0,0.0
LA-GULFUtilitySolar,500,0.2,2500,62,93,3721.4292000000005,5.605600000000001
LA-NUtilitySolar,500,0.2,2500,62,93,125.99880000000003,0.31
MECUtilitySolar,500,0.2,2500,93,125,4459.996399999999,4.229999999999999
MISO-MOUtilitySolar,500,0.2,2500,62,93,36.2636,0.14759999999999995
MISO-MSUtilitySolar,500,0.2,2500,62,93,1087.7428,3.3160000000000007
MN-CUtilitySolar,500,0.2,2500,93,125,216.86759999999998,0.6888
MN-NEUtilitySolar,500,0.2,2500,93,125,45.99919999999999,0.2356
MN-SEUtilitySolar,500,0.2,2500,62,93,1301.2703999999999,1.5727999999999998
NIPSUtilitySolar,500,0.2,2500,62,93,0.21680000000000002,0.0008000000000000001
SIPCUtilitySolar,500,0.2,2500,62,93,0.007200000000000001,0.0020000000000000005
UPPCUtilitySolar,500,0.2,2500,62,93,8.8176,0.28
