resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
AECIZUtilitySolar,500,0.2,1000,125,156,534428.63,132.249
ATCUtilitySolar,500,0.2,1000,125,156,152225.167,70.588
CBPC-NIPCOUtilitySolar,500,0.2,1000,125,156,71986.37800000001,103.85700000000001
CONSUtilitySolar,500,0.2,1000,125,156,309333.472,92.12800000000001
DECOUtilitySolar,500,0.2,1000,125,156,36118.62700000001,29.255
EES-ARKUtilitySolar,500,0.2,1000,93,109,30990.089999999997,40.611999999999995
EES-TXUtilitySolar,500,0.2,1000,109,125,333040.94299999997,224.421
IA-EUtilitySolar,500,0.2,1000,125,156,218211.61899999998,92.50200000000001
IL-CUtilitySolar,500,0.2,1000,125,156,187097.677,83.58599999999998
IN-CUtilitySolar,500,0.2,1000,125,156,747.4019999999999,2.085
IN-SUtilitySolar,500,0.2,1000,125,156,0.049999999999999996,0.0019999999999999996
LA-GULFUtilitySolar,500,0.2,1000,93,109,799995.4060000002,282.73400000000004
LA-NUtilitySolar,500,0.2,1000,93,109,207596.77000000002,159.55500000000004
MECUtilitySolar,500,0.2,1000,156,187,437772.89100000006,108.387
MISO-MOUtilitySolar,500,0.2,1000,125,156,317432.643,112.225
MISO-MSUtilitySolar,500,0.2,1000,93,109,332580.381,244.23100000000002
MN-CUtilitySolar,500,0.2,1000,156,187,50283.359000000004,63.565
MN-NEUtilitySolar,500,0.2,1000,125,156,6940.766,27.451999999999995
MN-SEUtilitySolar,500,0.2,1000,125,156,230267.08299999998,78.01899999999999
NIPSUtilitySolar,500,0.2,1000,125,156,1270.879,6.053
SIPCUtilitySolar,500,0.2,1000,125,156,46.262,1.4269999999999998
UPPCUtilitySolar,500,0.2,1000,125,156,10941.305000000002,71.39200000000001
