resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
LA-GULFUtilitySolar,100,0.2,1000000,27,28,17887.008921000008,26.524323999999936
LA-NUtilitySolar,100,0.2,1000000,0,100,3.4341169999999885,0.011306000000000028
