resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
LA-GULF6hour,100,600,0.2,1000000,98,100,303.5945839999989,0.6877249999999955
LA-N6hour,100,600,0.2,1000000,98,100,3.5744740000000124,0.011173000000000011
