resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
LA-GULF6hour,100,600,0.2,1000000,70,71,2442.1873800000035,6.360892999999994
LA-N6hour,100,600,0.2,1000000,70,71,0.020593999999999866,7.899999999999968e-5
