resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
AECIZUtilitySolar,500,0.2,1000,156,171,563874.265,163.94699999999997
ATCUtilitySolar,500,0.2,1000,218,250,143782.47199999998,67.054
CBPC-NIPCOUtilitySolar,500,0.2,1000,218,250,61169.30700000001,88.57699999999998
CONSUtilitySolar,500,0.2,1000,218,250,274070.579,80.30300000000001
DECOUtilitySolar,500,0.2,1000,218,250,35197.03399999999,27.956000000000003
EES-ARKUtilitySolar,500,0.2,1000,109,125,37969.158,52.811
EES-TXUtilitySolar,500,0.2,1000,109,125,499489.47399999993,368.87600000000003
IA-EUtilitySolar,500,0.2,1000,218,250,174816.65400000004,78.71100000000001
IL-CUtilitySolar,500,0.2,1000,218,250,150680.021,71.293
IN-CUtilitySolar,500,0.2,1000,218,250,729.2499999999999,2.044
IN-SUtilitySolar,500,0.2,1000,218,250,0.046000000000000006,0.0010000000000000005
LA-GULFUtilitySolar,500,0.2,1000,93,109,1.3046308239999998e6,453.001
LA-NUtilitySolar,500,0.2,1000,93,109,320633.495,243.689
MECUtilitySolar,500,0.2,1000,250,281,403715.13,102.89099999999998
MISO-MOUtilitySolar,500,0.2,1000,187,218,300994.96100000007,103.194
MISO-MSUtilitySolar,500,0.2,1000,93,109,577777.2549999999,384.729
MN-CUtilitySolar,500,0.2,1000,250,281,41608.862,52.808
MN-NEUtilitySolar,500,0.2,1000,250,281,6244.917999999999,24.049999999999997
MN-SEUtilitySolar,500,0.2,1000,250,281,201729.574,69.79800000000002
NIPSUtilitySolar,500,0.2,1000,218,250,1021.6469999999998,4.995
SIPCUtilitySolar,500,0.2,1000,187,218,25.315000000000005,0.9649999999999999
UPPCUtilitySolar,500,0.2,1000,218,250,9453.436,64.868
