resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
AECIZUtilitySolar,500,0.2,1000,156,187,11821.481,5.982000000000001
ATCUtilitySolar,500,0.2,1000,250,312,741.2180000000001,0.912
CBPC-NIPCOUtilitySolar,500,0.2,1000,250,312,856.317,2.5829999999999997
CONSUtilitySolar,500,0.2,1000,250,312,1639.5169999999998,1.0950000000000002
DECOUtilitySolar,500,0.2,1000,250,312,133.047,0.197
EES-ARKUtilitySolar,500,0.2,1000,77,93,715.0770000000002,1.0820000000000003
EES-TXUtilitySolar,500,0.2,1000,93,109,38278.837,45.885
IA-EUtilitySolar,500,0.2,1000,250,312,869.6720000000001,0.829
IL-CUtilitySolar,500,0.2,1000,250,312,417.13399999999996,0.27
IN-CUtilitySolar,500,0.2,1000,187,250,8.209000000000001,0.019
IN-SUtilitySolar,500,0.2,1000,187,250,0.0,0.0
LA-GULFUtilitySolar,500,0.2,1000,77,93,151818.33000000002,89.959
LA-NUtilitySolar,500,0.2,1000,77,93,18110.394,19.35
MECUtilitySolar,500,0.2,1000,312,375,7062.356999999999,4.105999999999999
MISO-MOUtilitySolar,500,0.2,1000,218,250,2139.0370000000003,2.378
MISO-MSUtilitySolar,500,0.2,1000,77,93,39687.106,53.242999999999995
MN-CUtilitySolar,500,0.2,1000,312,375,156.78000000000003,0.348
MN-NEUtilitySolar,500,0.2,1000,312,375,7.592999999999999,0.05099999999999998
MN-SEUtilitySolar,500,0.2,1000,250,312,5545.544000000001,2.825
NIPSUtilitySolar,500,0.2,1000,187,250,2.1050000000000004,0.012000000000000004
SIPCUtilitySolar,500,0.2,1000,187,250,0.4309999999999999,0.020000000000000004
UPPCUtilitySolar,500,0.2,1000,187,250,57.363,1.007
