resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,1000,312,375,591.42,0.5690000000000001
ATC6hour,500,3000,0.2,1000,312,375,27.348,0.02900000000000001
CBPC-NIPCO6hour,500,3000,0.2,1000,437,500,110.72,0.383
CONS6hour,500,3000,0.2,1000,437,500,12.361999999999998,0.015000000000000001
DECO6hour,500,3000,0.2,1000,375,437,0.5339999999999999,0.0010000000000000002
EES-ARK6hour,500,3000,0.2,1000,375,437,2.9649999999999994,0.004
EES-TX6hour,500,3000,0.2,1000,187,250,554.8329999999999,1.2520000000000002
IA-E6hour,500,3000,0.2,1000,375,437,44.908,0.045000000000000005
IL-C6hour,500,3000,0.2,1000,375,437,6.607000000000002,0.013999999999999999
IN-C6hour,500,3000,0.2,1000,437,500,0.0,0.0
IN-S6hour,500,3000,0.2,1000,437,500,0.0,0.0
LA-GULF6hour,500,3000,0.2,1000,437,500,1633.1260000000002,2.0500000000000003
LA-N6hour,500,3000,0.2,1000,375,437,51.734,0.13699999999999998
MEC6hour,500,3000,0.2,1000,437,500,882.7010000000001,0.7790000000000001
MISO-MO6hour,500,3000,0.2,1000,375,437,101.479,0.14500000000000002
MISO-MS6hour,500,3000,0.2,1000,375,437,362.318,0.8530000000000001
MN-C6hour,500,3000,0.2,1000,437,500,18.673,0.05
MN-NE6hour,500,3000,0.2,1000,437,500,0.5970000000000002,0.004000000000000001
MN-SE6hour,500,3000,0.2,1000,312,375,58.96399999999999,0.07800000000000001
NIPS6hour,500,3000,0.2,1000,437,500,0.17599999999999993,0.0009999999999999998
SIPC6hour,500,3000,0.2,1000,312,375,0.012000000000000004,0.0019999999999999996
UPPC6hour,500,3000,0.2,1000,312,375,4.640999999999998,0.06
