resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
AECIZUtilitySolar,500,0.2,2500,148,156,3.0279490064000003e6,643.418
ATCUtilitySolar,500,0.2,2500,156,171,1.6995889375999996e6,470.16959999999995
CBPC-NIPCOUtilitySolar,500,0.2,2500,156,171,418310.4756000001,515.7236
CONSUtilitySolar,500,0.2,2500,156,171,2.5480461676000007e6,531.5228000000002
DECOUtilitySolar,500,0.2,2500,156,171,526525.0607999999,302.80719999999997
EES-ARKUtilitySolar,500,0.2,2500,101,109,398337.746,337.1912
EES-TXUtilitySolar,500,0.2,2500,109,117,2.2140674899999998e6,1255.9419999999998
IA-EUtilitySolar,500,0.2,2500,156,171,1.7258090312e6,497.4508
IL-CUtilitySolar,500,0.2,2500,156,171,1.5309594464e6,496.22679999999997
IN-CUtilitySolar,500,0.2,2500,156,171,41294.152799999996,66.97079999999998
IN-SUtilitySolar,500,0.2,2500,156,171,4.4172,0.0432
LA-GULFUtilitySolar,500,0.2,2500,93,101,5.317409004800001e6,1490.21
LA-NUtilitySolar,500,0.2,2500,101,109,2.1470588031999995e6,989.9179999999998
MECUtilitySolar,500,0.2,2500,171,187,2.9958788139999993e6,535.344
MISO-MOUtilitySolar,500,0.2,2500,156,171,2.6727109771999996e6,577.7472000000001
MISO-MSUtilitySolar,500,0.2,2500,101,109,2.3107289755999995e6,1319.1788
MN-CUtilitySolar,500,0.2,2500,171,187,416501.0072,373.91159999999996
MN-NEUtilitySolar,500,0.2,2500,171,187,112841.52920000002,297.1776
MN-SEUtilitySolar,500,0.2,2500,156,171,2.1040146240000003e6,458.7524
NIPSUtilitySolar,500,0.2,2500,156,171,35555.004,115.02639999999998
SIPCUtilitySolar,500,0.2,2500,140,156,296.4552,11.2628
UPPCUtilitySolar,500,0.2,2500,140,156,99112.0296,456.05280000000005
