resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
AECIZUtilitySolar,500,0.2,1000,125,156,564815.314,147.628
ATCUtilitySolar,500,0.2,1000,125,156,137397.07,74.68299999999999
CBPC-NIPCOUtilitySolar,500,0.2,1000,125,156,87386.06399999998,134.562
CONSUtilitySolar,500,0.2,1000,125,156,249437.42900000003,84.28899999999999
DECOUtilitySolar,500,0.2,1000,125,156,15985.428000000002,16.096
EES-ARKUtilitySolar,500,0.2,1000,109,125,19267.954,30.891999999999996
EES-TXUtilitySolar,500,0.2,1000,125,140,321583.671,257.70099999999996
IA-EUtilitySolar,500,0.2,1000,125,156,255098.564,108.831
IL-CUtilitySolar,500,0.2,1000,125,156,203927.86099999998,97.044
IN-CUtilitySolar,500,0.2,1000,125,156,654.885,2.012
IN-SUtilitySolar,500,0.2,1000,125,156,0.42200000000000004,0.005999999999999998
LA-GULFUtilitySolar,500,0.2,1000,93,109,837033.1599999999,319.74800000000005
LA-NUtilitySolar,500,0.2,1000,109,125,172983.99000000005,160.325
MECUtilitySolar,500,0.2,1000,125,156,581792.6820000001,139.45899999999997
MISO-MOUtilitySolar,500,0.2,1000,125,156,284894.094,120.914
MISO-MSUtilitySolar,500,0.2,1000,109,125,348442.7209999999,274.263
MN-CUtilitySolar,500,0.2,1000,125,156,73792.407,95.74
MN-NEUtilitySolar,500,0.2,1000,125,156,10960.721999999998,42.266
MN-SEUtilitySolar,500,0.2,1000,125,156,336368.399,117.446
NIPSUtilitySolar,500,0.2,1000,125,156,1731.6109999999999,8.613000000000001
SIPCUtilitySolar,500,0.2,1000,125,156,11.509,0.623
UPPCUtilitySolar,500,0.2,1000,125,156,14069.529,102.701
