resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,1000,0,15,181877.32799999998,167.53700000000006
ATC6hour,500,3000,0.2,1000,0,250,692.1859999999999,0.804
CBPC-NIPCO6hour,500,3000,0.2,1000,0,125,878.5200000000001,2.0329999999999995
CONS6hour,500,3000,0.2,1000,0,250,1798.5960000000007,1.1469999999999996
DECO6hour,500,3000,0.2,1000,0,250,166.35700000000003,0.25499999999999995
EES-ARK6hour,500,3000,0.2,1000,0,15,7195.534999999999,12.31
EES-TX6hour,500,3000,0.2,1000,0,15,217505.751,251.32299999999998
IA-E6hour,500,3000,0.2,1000,0,125,99.92499999999998,0.17699999999999996
IL-C6hour,500,3000,0.2,1000,0,250,416.6609999999999,0.40900000000000003
IN-C6hour,500,3000,0.2,1000,0,250,4.599999999999998,0.01700000000000001
IN-S6hour,500,3000,0.2,1000,0,250,0.0,0.0
LA-GULF6hour,500,3000,0.2,1000,0,15,687585.224,393.6070000000001
LA-N6hour,500,3000,0.2,1000,0,15,58621.662000000004,69.51400000000001
MEC6hour,500,3000,0.2,1000,0,125,18243.290999999997,12.227999999999996
MISO-MO6hour,500,3000,0.2,1000,0,31,10094.329,14.699000000000002
MISO-MS6hour,500,3000,0.2,1000,0,15,263260.502,276.7749999999999
MN-C6hour,500,3000,0.2,1000,0,250,104.389,0.262
MN-NE6hour,500,3000,0.2,1000,0,250,68.485,0.23400000000000007
MN-SE6hour,500,3000,0.2,1000,0,250,4005.3109999999983,2.094999999999999
NIPS6hour,500,3000,0.2,1000,250,500,1.8770000000000007,0.015000000000000006
SIPC6hour,500,3000,0.2,1000,0,125,0.041,0.005000000000000003
UPPC6hour,500,3000,0.2,1000,375,500,70.08800000000001,0.787
