resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,2500,250,281,9478.3672,4.756
ATC6hour,500,3000,0.2,2500,218,250,599.8316,0.8167999999999999
CBPC-NIPCO6hour,500,3000,0.2,2500,187,218,865.1979999999999,1.8684000000000005
CONS6hour,500,3000,0.2,2500,156,187,1885.6548,1.5999999999999999
DECO6hour,500,3000,0.2,2500,187,218,73.84479999999999,0.16480000000000003
EES-ARK6hour,500,3000,0.2,2500,218,250,410.18039999999996,0.728
EES-TX6hour,500,3000,0.2,2500,250,281,10898.9328,8.972800000000003
IA-E6hour,500,3000,0.2,2500,281,312,2263.4744000000005,1.6844000000000003
IL-C6hour,500,3000,0.2,2500,218,250,971.9308000000001,0.8480000000000002
IN-C6hour,500,3000,0.2,2500,218,250,0.4664000000000001,0.0024
IN-S6hour,500,3000,0.2,2500,312,343,0.0,0.0
LA-GULF6hour,500,3000,0.2,2500,218,250,19834.1616,10.244
LA-N6hour,500,3000,0.2,2500,156,187,3357.8136,4.24
MEC6hour,500,3000,0.2,2500,281,312,5145.774,2.6600000000000006
MISO-MO6hour,500,3000,0.2,2500,187,218,2096.1555999999996,1.9439999999999997
MISO-MS6hour,500,3000,0.2,2500,281,312,8509.212800000001,7.605600000000001
MN-C6hour,500,3000,0.2,2500,156,187,214.35,0.5164
MN-NE6hour,500,3000,0.2,2500,156,187,10.562000000000001,0.07319999999999999
MN-SE6hour,500,3000,0.2,2500,312,343,4408.646000000001,2.1564
NIPS6hour,500,3000,0.2,2500,218,250,6.595199999999999,0.0396
SIPC6hour,500,3000,0.2,2500,281,312,0.5104,0.0316
UPPC6hour,500,3000,0.2,2500,250,281,74.15919999999998,1.2964000000000002
