resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,2500,77,93,2089.776,5.412
ATC6hour,500,3000,0.2,2500,250,312,69.468,0.19480000000000003
CBPC-NIPCO6hour,500,3000,0.2,2500,187,218,1334.5779999999997,3.9724
CONS6hour,500,3000,0.2,2500,375,500,33.613200000000006,0.12600000000000003
DECO6hour,500,3000,0.2,2500,375,500,0.2328,0.0012000000000000001
EES-ARK6hour,500,3000,0.2,2500,62,77,56.4204,0.16400000000000006
EES-TX6hour,500,3000,0.2,2500,85,93,10211.1428,26.254399999999997
IA-E6hour,500,3000,0.2,2500,312,375,57.10040000000001,0.1736
IL-C6hour,500,3000,0.2,2500,375,500,0.126,0.0007999999999999998
IN-C6hour,500,3000,0.2,2500,375,500,0.0,0.0
IN-S6hour,500,3000,0.2,2500,375,500,0.0,0.0
LA-GULF6hour,500,3000,0.2,2500,77,85,42955.3104,63.6536
LA-N6hour,500,3000,0.2,2500,62,77,529.2508,1.4812000000000003
MEC6hour,500,3000,0.2,2500,187,218,11453.248000000001,16.401600000000002
MISO-MO6hour,500,3000,0.2,2500,375,406,56.4728,0.21440000000000003
MISO-MS6hour,500,3000,0.2,2500,46,54,14893.9352,39.1216
MN-C6hour,500,3000,0.2,2500,312,375,217.178,0.744
MN-NE6hour,500,3000,0.2,2500,437,500,21.682799999999997,0.17560000000000003
MN-SE6hour,500,3000,0.2,2500,250,312,3145.7584,3.3588
NIPS6hour,500,3000,0.2,2500,375,500,0.0,0.0
SIPC6hour,500,3000,0.2,2500,250,312,0.0,0.0
UPPC6hour,500,3000,0.2,2500,375,437,50.7084,0.708
