resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
AECIZUtilitySolar,500,0.2,1000,156,187,492066.47500000003,118.71999999999997
ATCUtilitySolar,500,0.2,1000,218,250,136676.718,64.061
CBPC-NIPCOUtilitySolar,500,0.2,1000,218,250,59122.895000000004,81.37900000000002
CONSUtilitySolar,500,0.2,1000,218,250,252390.636,73.708
DECOUtilitySolar,500,0.2,1000,218,250,42274.948000000004,31.455000000000002
EES-ARKUtilitySolar,500,0.2,1000,93,109,46679.513999999996,52.96999999999999
EES-TXUtilitySolar,500,0.2,1000,109,125,484143.56200000003,333.825
IA-EUtilitySolar,500,0.2,1000,218,250,149197.514,68.40100000000001
IL-CUtilitySolar,500,0.2,1000,218,250,113883.342,58.40500000000001
IN-CUtilitySolar,500,0.2,1000,218,250,781.5809999999998,1.8159999999999998
IN-SUtilitySolar,500,0.2,1000,218,250,0.20500000000000004,0.004000000000000002
LA-GULFUtilitySolar,500,0.2,1000,93,109,1.275989834e6,439.23299999999995
LA-NUtilitySolar,500,0.2,1000,93,109,384052.54399999994,242.802
MECUtilitySolar,500,0.2,1000,250,281,381475.9049999999,90.502
MISO-MOUtilitySolar,500,0.2,1000,187,218,298691.05199999997,95.78200000000001
MISO-MSUtilitySolar,500,0.2,1000,93,109,533207.456,370.858
MN-CUtilitySolar,500,0.2,1000,250,281,32658.797,43.669000000000004
MN-NEUtilitySolar,500,0.2,1000,218,250,5053.7519999999995,19.939000000000004
MN-SEUtilitySolar,500,0.2,1000,218,250,187476.78900000002,61.132
NIPSUtilitySolar,500,0.2,1000,218,250,800.244,3.431
SIPCUtilitySolar,500,0.2,1000,187,218,33.509,1.151
UPPCUtilitySolar,500,0.2,1000,187,218,9886.531,64.10900000000001
