resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,1000,125,156,649.893,0.865
ATC6hour,500,3000,0.2,1000,250,375,14.651,0.062
CBPC-NIPCO6hour,500,3000,0.2,1000,375,500,285.238,1.1600000000000001
CONS6hour,500,3000,0.2,1000,125,250,29.638999999999996,0.056
DECO6hour,500,3000,0.2,1000,250,375,0.19499999999999998,0.0030000000000000014
EES-ARK6hour,500,3000,0.2,1000,62,93,12.536999999999997,0.021000000000000005
EES-TX6hour,500,3000,0.2,1000,31,62,2656.872,7.057
IA-E6hour,500,3000,0.2,1000,250,375,65.377,0.133
IL-C6hour,500,3000,0.2,1000,250,375,8.871,0.017
IN-C6hour,500,3000,0.2,1000,250,375,0.0,0.0
IN-S6hour,500,3000,0.2,1000,375,500,0.0,0.0
LA-GULF6hour,500,3000,0.2,1000,62,93,14082.879000000003,18.102
LA-N6hour,500,3000,0.2,1000,187,218,293.7850000000001,0.7070000000000001
MEC6hour,500,3000,0.2,1000,375,500,1675.6640000000002,1.401
MISO-MO6hour,500,3000,0.2,1000,250,375,22.502999999999993,0.09800000000000002
MISO-MS6hour,500,3000,0.2,1000,93,125,3435.313,9.964000000000002
MN-C6hour,500,3000,0.2,1000,375,500,86.28399999999999,0.265
MN-NE6hour,500,3000,0.2,1000,375,500,2.6140000000000008,0.025000000000000005
MN-SE6hour,500,3000,0.2,1000,125,250,742.562,0.688
NIPS6hour,500,3000,0.2,1000,125,250,0.0,0.0
SIPC6hour,500,3000,0.2,1000,375,500,0.0,0.0
UPPC6hour,500,3000,0.2,1000,250,375,8.030000000000003,0.137
