resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
LA-GULF6hour,100,600,0.05,10000,87,100,1245.0687,3.2706999999999997
LA-N6hour,100,600,0.05,10000,87,100,0.0,0.0
