resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,2500,32,34,6.6686026296e6,5132.0696
ATC6hour,500,3000,0.2,2500,375,500,26413.6964,22.495200000000004
CBPC-NIPCO6hour,500,3000,0.2,2500,194,202,88315.5404,304.1456
CONS6hour,500,3000,0.2,2500,468,500,269174.1792000001,198.3892
DECO6hour,500,3000,0.2,2500,0,500,407.86160000000007,0.5632000000000001
EES-ARK6hour,500,3000,0.2,2500,250,500,2106.2732,2.9328
EES-TX6hour,500,3000,0.2,2500,113,117,526429.0611999999,900.9692
IA-E6hour,500,3000,0.2,2500,421,437,108757.91360000001,101.43639999999999
IL-C6hour,500,3000,0.2,2500,375,500,10084.433599999998,9.041200000000002
IN-C6hour,500,3000,0.2,2500,0,500,0.0,0.0
IN-S6hour,500,3000,0.2,2500,0,500,0.0,0.0
LA-GULF6hour,500,3000,0.2,2500,48,50,4.305517742799998e6,3586.1976000000004
LA-N6hour,500,3000,0.2,2500,468,500,25365.427200000002,34.7084
MEC6hour,500,3000,0.2,2500,163,171,1.0832922340000002e6,466.66960000000006
MISO-MO6hour,500,3000,0.2,2500,179,187,906797.778,656.6139999999999
MISO-MS6hour,500,3000,0.2,2500,69,73,1.049169988e6,1325.988
MN-C6hour,500,3000,0.2,2500,468,500,5981.4764000000005,13.238399999999997
MN-NE6hour,500,3000,0.2,2500,437,500,315.224,1.4232000000000002
MN-SE6hour,500,3000,0.2,2500,468,500,82739.5028,39.3924
NIPS6hour,500,3000,0.2,2500,0,500,0.18880000000000008,0.0015999999999999994
SIPC6hour,500,3000,0.2,2500,351,359,0.06920000000000001,0.0064
UPPC6hour,500,3000,0.2,2500,329,331,577.8795999999999,10.0924
