resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,2500,343,375,449.21439999999996,0.5651999999999999
ATC6hour,500,3000,0.2,2500,406,437,18.5748,0.0632
CBPC-NIPCO6hour,500,3000,0.2,2500,468,500,245.70400000000006,1.0827999999999998
CONS6hour,500,3000,0.2,2500,468,500,31.742400000000007,0.09120000000000002
DECO6hour,500,3000,0.2,2500,312,343,0.514,0.0036000000000000016
EES-ARK6hour,500,3000,0.2,2500,468,500,5.242400000000001,0.0144
EES-TX6hour,500,3000,0.2,2500,312,343,1366.8328,1.9844000000000004
IA-E6hour,500,3000,0.2,2500,343,375,101.3376,0.22960000000000003
IL-C6hour,500,3000,0.2,2500,437,468,11.125199999999998,0.03280000000000001
IN-C6hour,500,3000,0.2,2500,437,468,0.0,0.0
IN-S6hour,500,3000,0.2,2500,406,437,0.0,0.0
LA-GULF6hour,500,3000,0.2,2500,468,500,1983.4492,2.2055999999999996
LA-N6hour,500,3000,0.2,2500,468,500,123.52880000000005,0.2868
MEC6hour,500,3000,0.2,2500,468,500,1453.6163999999999,1.3860000000000001
MISO-MO6hour,500,3000,0.2,2500,406,437,37.739999999999995,0.0992
MISO-MS6hour,500,3000,0.2,2500,406,437,430.884,1.0724
MN-C6hour,500,3000,0.2,2500,468,500,67.3312,0.2292
MN-NE6hour,500,3000,0.2,2500,343,375,2.2012,0.016799999999999992
MN-SE6hour,500,3000,0.2,2500,375,406,472.452,0.5783999999999999
NIPS6hour,500,3000,0.2,2500,375,406,0.02440000000000002,0.0003999999999999998
SIPC6hour,500,3000,0.2,2500,468,500,0.011200000000000003,0.0011999999999999995
UPPC6hour,500,3000,0.2,2500,468,500,12.702799999999998,0.16720000000000004
