resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,2000,0,15,61047.283,75.079
ATC6hour,500,3000,0.2,2000,0,125,651.7645000000001,0.846
CBPC-NIPCO6hour,500,3000,0.2,2000,125,250,822.0869999999999,2.0695
CONS6hour,500,3000,0.2,2000,0,125,1975.7155,1.5185
DECO6hour,500,3000,0.2,2000,250,375,139.85650000000004,0.23800000000000002
EES-ARK6hour,500,3000,0.2,2000,62,77,2077.3509999999997,4.1625
EES-TX6hour,500,3000,0.2,2000,31,38,98580.592,137.87050000000002
IA-E6hour,500,3000,0.2,2000,250,375,1379.7205,0.9805
IL-C6hour,500,3000,0.2,2000,0,125,427.10900000000004,0.5275000000000001
IN-C6hour,500,3000,0.2,2000,0,125,3.238999999999999,0.009000000000000001
IN-S6hour,500,3000,0.2,2000,0,125,0.0,0.0
LA-GULF6hour,500,3000,0.2,2000,7,15,338219.136,236.99699999999999
LA-N6hour,500,3000,0.2,2000,23,31,21103.3565,29.33
MEC6hour,500,3000,0.2,2000,0,125,9917.892,6.500500000000001
MISO-MO6hour,500,3000,0.2,2000,31,62,4290.4105,5.442500000000001
MISO-MS6hour,500,3000,0.2,2000,0,7,121563.06499999999,145.44150000000002
MN-C6hour,500,3000,0.2,2000,375,500,180.90599999999998,0.37700000000000006
MN-NE6hour,500,3000,0.2,2000,0,125,5.3965000000000005,0.02600000000000001
MN-SE6hour,500,3000,0.2,2000,250,375,3892.9404999999992,1.8215
NIPS6hour,500,3000,0.2,2000,0,125,1.0234999999999999,0.007500000000000001
SIPC6hour,500,3000,0.2,2000,187,250,0.17150000000000004,0.005000000000000002
UPPC6hour,500,3000,0.2,2000,250,375,31.1495,0.4969999999999999
