resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
AECIZUtilitySolar,500,0.2,1000,163,171,2.385142316e6,1443.552
ATCUtilitySolar,500,0.2,1000,468,500,130228.712,71.815
CBPC-NIPCOUtilitySolar,500,0.2,1000,375,390,96952.256,156.832
CONSUtilitySolar,500,0.2,1000,437,500,107195.76100000001,41.027
DECOUtilitySolar,500,0.2,1000,375,500,8777.815,7.090000000000001
EES-ARKUtilitySolar,500,0.2,1000,327,343,44195.90099999999,67.326
EES-TXUtilitySolar,500,0.2,1000,179,187,787313.166,805.0389999999999
IA-EUtilitySolar,500,0.2,1000,468,500,174300.619,117.56100000000004
IL-CUtilitySolar,500,0.2,1000,437,500,48298.538,37.097
IN-CUtilitySolar,500,0.2,1000,437,500,169.034,0.49300000000000005
IN-SUtilitySolar,500,0.2,1000,437,500,0.0,0.0
LA-GULFUtilitySolar,500,0.2,1000,101,109,3.6533776049999995e6,2286.114
LA-NUtilitySolar,500,0.2,1000,250,265,269363.914,262.754
MECUtilitySolar,500,0.2,1000,359,375,1.0400901779999998e6,325.03
MISO-MOUtilitySolar,500,0.2,1000,312,327,687741.899,420.346
MISO-MSUtilitySolar,500,0.2,1000,156,163,1.085713275e6,937.873
MN-CUtilitySolar,500,0.2,1000,468,500,60477.011,83.62599999999999
MN-NEUtilitySolar,500,0.2,1000,468,500,9009.273000000001,35.010999999999996
MN-SEUtilitySolar,500,0.2,1000,468,500,393214.16400000005,149.10999999999999
NIPSUtilitySolar,500,0.2,1000,437,500,528.8640000000001,2.3320000000000003
SIPCUtilitySolar,500,0.2,1000,484,500,0.5559999999999999,0.024
UPPCUtilitySolar,500,0.2,1000,468,500,11007.479999999998,75.71600000000002
