resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
LA-GULF6hour,100,600,0.2,1000000,75,100,0.4179680000000042,0.001237999999999986
LA-N6hour,100,600,0.2,1000000,75,100,0.01784100000000051,7.300000000000026e-5
