resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,1000,0,15,565647.826,164.561
ATC6hour,500,3000,0.2,1000,0,31,144176.986,67.12899999999999
CBPC-NIPCO6hour,500,3000,0.2,1000,0,31,61281.08899999999,88.92199999999997
CONS6hour,500,3000,0.2,1000,0,31,275041.49600000004,80.36899999999999
DECO6hour,500,3000,0.2,1000,0,31,35574.787000000004,27.781
EES-ARK6hour,500,3000,0.2,1000,0,15,38011.717000000004,53.69
EES-TX6hour,500,3000,0.2,1000,0,15,500765.77499999997,369.495
IA-E6hour,500,3000,0.2,1000,0,31,176772.93,78.89399999999999
IL-C6hour,500,3000,0.2,1000,0,31,151900.96100000004,71.742
IN-C6hour,500,3000,0.2,1000,0,31,736.3299999999999,2.1880000000000006
IN-S6hour,500,3000,0.2,1000,0,31,0.062,0.0010000000000000002
LA-GULF6hour,500,3000,0.2,1000,0,15,1.308628518e6,453.338
LA-N6hour,500,3000,0.2,1000,0,15,319105.39800000004,244.089
MEC6hour,500,3000,0.2,1000,0,31,404150.562,102.94500000000001
MISO-MO6hour,500,3000,0.2,1000,0,31,304169.71599999996,103.57399999999998
MISO-MS6hour,500,3000,0.2,1000,0,15,576614.2320000001,384.216
MN-C6hour,500,3000,0.2,1000,0,31,41887.5,53.142999999999994
MN-NE6hour,500,3000,0.2,1000,0,31,6448.762000000001,24.476000000000003
MN-SE6hour,500,3000,0.2,1000,0,31,203557.028,70.17600000000002
NIPS6hour,500,3000,0.2,1000,0,31,1015.066,5.159000000000001
SIPC6hour,500,3000,0.2,1000,0,31,30.706000000000003,1.158
UPPC6hour,500,3000,0.2,1000,0,31,9493.06,65.15600000000002
