resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
LA-GULFDistributedSolar,100,0.2,1000000,75,100,0.0055019999999999115,4.8999999999999856e-5
LA-NDistributedSolar,100,0.2,1000000,0,100,0.0,0.0
