resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
AECIZUtilitySolar,500,0.2,1000,187,250,8902.881,4.449000000000002
ATCUtilitySolar,500,0.2,1000,187,218,565.368,0.7790000000000001
CBPC-NIPCOUtilitySolar,500,0.2,1000,187,250,790.0310000000001,1.7579999999999996
CONSUtilitySolar,500,0.2,1000,156,187,1677.6700000000003,1.4299999999999997
DECOUtilitySolar,500,0.2,1000,187,218,65.15,0.14600000000000005
EES-ARKUtilitySolar,500,0.2,1000,125,156,398.637,0.6679999999999999
EES-TXUtilitySolar,500,0.2,1000,156,187,11144.481000000002,10.362
IA-EUtilitySolar,500,0.2,1000,187,218,1969.7240000000004,1.4799999999999998
IL-CUtilitySolar,500,0.2,1000,187,218,921.417,0.7659999999999999
IN-CUtilitySolar,500,0.2,1000,156,187,1.407,0.005
IN-SUtilitySolar,500,0.2,1000,187,218,0.0,0.0
LA-GULFUtilitySolar,500,0.2,1000,125,156,25845.961000000003,16.833000000000002
LA-NUtilitySolar,500,0.2,1000,156,187,3434.7780000000007,4.371000000000001
MECUtilitySolar,500,0.2,1000,187,250,4794.773,2.45
MISO-MOUtilitySolar,500,0.2,1000,187,218,1835.868,1.836
MISO-MSUtilitySolar,500,0.2,1000,125,156,9533.636999999999,10.475
MN-CUtilitySolar,500,0.2,1000,187,218,199.244,0.503
MN-NEUtilitySolar,500,0.2,1000,187,250,13.571999999999996,0.072
MN-SEUtilitySolar,500,0.2,1000,187,250,4227.513000000001,2.071
NIPSUtilitySolar,500,0.2,1000,156,187,5.404999999999999,0.025
SIPCUtilitySolar,500,0.2,1000,125,156,0.093,0.006999999999999999
UPPCUtilitySolar,500,0.2,1000,125,187,55.178000000000004,0.8339999999999999
