resourcename,capacity,pval,samples,minelcc,maxelcc,zoneEUE,zoneLOLE
AECIZUtilitySolar,500,0.2,1000,109,125,2.9219989300000006e6,654.1759999999999
ATCUtilitySolar,500,0.2,1000,109,125,1.755891642e6,483.21700000000004
CBPC-NIPCOUtilitySolar,500,0.2,1000,109,125,447754.7740000001,557.7249999999999
CONSUtilitySolar,500,0.2,1000,109,125,2.636122742e6,561.2869999999999
DECOUtilitySolar,500,0.2,1000,109,125,539914.65,310.31699999999995
EES-ARKUtilitySolar,500,0.2,1000,93,109,405790.51999999996,337.76
EES-TXUtilitySolar,500,0.2,1000,109,125,1.904054957e6,875.8710000000001
IA-EUtilitySolar,500,0.2,1000,109,125,1.8511183289999997e6,536.901
IL-CUtilitySolar,500,0.2,1000,109,125,1.658035436e6,541.7529999999999
IN-CUtilitySolar,500,0.2,1000,109,125,41437.221999999994,68.09
IN-SUtilitySolar,500,0.2,1000,109,125,4.177999999999999,0.042
LA-GULFUtilitySolar,500,0.2,1000,93,109,3.7793636840000004e6,973.1600000000001
LA-NUtilitySolar,500,0.2,1000,93,109,1.6700207280000001e6,756.8980000000001
MECUtilitySolar,500,0.2,1000,125,140,3.170566484e6,569.7669999999998
MISO-MOUtilitySolar,500,0.2,1000,109,125,2.90739187e6,590.484
MISO-MSUtilitySolar,500,0.2,1000,93,109,1.7188493339999998e6,852.5340000000001
MN-CUtilitySolar,500,0.2,1000,125,140,445229.03400000004,405.049
MN-NEUtilitySolar,500,0.2,1000,125,140,117626.17500000002,313.818
MN-SEUtilitySolar,500,0.2,1000,109,125,2.2352426769999997e6,491.988
NIPSUtilitySolar,500,0.2,1000,109,125,35688.588,118.50600000000001
SIPCUtilitySolar,500,0.2,1000,93,109,484.3350000000001,14.383000000000001
UPPCUtilitySolar,500,0.2,1000,93,109,101376.877,484.859
