resourcename,capacity,energy,pval,samples,minelcc,maxelcc,ZoneEUE,ZoneLOLE
AECIZ6hour,500,3000,0.2,2500,23,27,3.3080353488000003e6,1829.0020000000002
ATC6hour,500,3000,0.2,2500,312,343,129185.42599999998,64.1548
CBPC-NIPCO6hour,500,3000,0.2,2500,125,140,53835.7716,96.02439999999999
CONS6hour,500,3000,0.2,2500,375,437,151410.0724,65.6344
DECO6hour,500,3000,0.2,2500,437,500,15272.574,11.5556
EES-ARK6hour,500,3000,0.2,2500,54,62,88288.58760000003,116.4008
EES-TX6hour,500,3000,0.2,2500,54,58,1.0475352712000001e6,1033.3236
IA-E6hour,500,3000,0.2,2500,125,156,100472.66279999998,71.514
IL-C6hour,500,3000,0.2,2500,312,375,44325.7992,31.5012
IN-C6hour,500,3000,0.2,2500,312,375,128.7716,0.35479999999999995
IN-S6hour,500,3000,0.2,2500,437,500,0.0,0.0
LA-GULF6hour,500,3000,0.2,2500,19,23,4.6275040748000005e6,2673.1268
LA-N6hour,500,3000,0.2,2500,69,77,442284.79919999995,378.80480000000006
MEC6hour,500,3000,0.2,2500,46,62,846423.9188,272.62199999999996
MISO-MO6hour,500,3000,0.2,2500,31,38,1.0399185004e6,573.8336000000002
MISO-MS6hour,500,3000,0.2,2500,38,42,1.4446653248000003e6,1221.1292
MN-C6hour,500,3000,0.2,2500,250,281,24824.767600000003,37.32680000000001
MN-NE6hour,500,3000,0.2,2500,187,218,3964.6088,14.5916
MN-SE6hour,500,3000,0.2,2500,281,312,188787.79999999996,66.53239999999998
NIPS6hour,500,3000,0.2,2500,437,500,135.3508,0.6340000000000001
SIPC6hour,500,3000,0.2,2500,156,187,1.2012000000000003,0.027999999999999997
UPPC6hour,500,3000,0.2,2500,218,250,6956.5816,38.456
